id,title,description,availability,condition,price,link,image_link,brand,product_type,custom_label_0,custom_label_1,custom_label_2
MED-INT-003,Consulta por dolor en relaciones,"Consulta médica personalizada para valorar posibles causas de dolor durante las relaciones y el siguiente paso clínico. El precio publicado corresponde a la consulta; estudios, medicamentos o procedimientos se cotizan por separado según diagnóstico y plan profesional.",in stock,new,900.00 MXN,https://wa.me/529843218001?text=Hola%2C%20me%20interesa%20Consulta%20por%20dolor%20en%20relaciones%20%28MED-INT-003%29.%20%C2%BFMe%20pueden%20dar%20informaci%C3%B3n%3F,https://raw.githubusercontent.com/DevAiSolves/florecer-catalogo/main/catalogo/FLORECER_MED-INT-003_consulta-por-dolor-en-relaciones.jpg,FLORECER Skin & Wellness,Salud íntima y hormonal,,Consulta,No pautar sin validación médica y de política
MED-INT-004,Consulta por candidiasis,"Consulta médica personalizada para valorar síntomas compatibles con candidiasis y la necesidad de estudios o tratamiento. El precio publicado corresponde a la consulta; estudios, medicamentos o procedimientos se cotizan por separado según diagnóstico y plan profesional.",in stock,new,900.00 MXN,https://wa.me/529843218001?text=Hola%2C%20me%20interesa%20Consulta%20por%20candidiasis%20%28MED-INT-004%29.%20%C2%BFMe%20pueden%20dar%20informaci%C3%B3n%3F,https://raw.githubusercontent.com/DevAiSolves/florecer-catalogo/main/catalogo/FLORECER_MED-INT-004_consulta-por-candidiasis.jpg,FLORECER Skin & Wellness,Salud íntima y hormonal,,Consulta,No pautar sin validación médica y de política
MED-INT-005,Consulta por fatiga crónica,"Consulta médica personalizada para valorar factores médicos relacionados con fatiga persistente. El precio publicado corresponde a la consulta; estudios, medicamentos o procedimientos se cotizan por separado según diagnóstico y plan profesional.",in stock,new,900.00 MXN,https://wa.me/529843218001?text=Hola%2C%20me%20interesa%20Consulta%20por%20fatiga%20cr%C3%B3nica%20%28MED-INT-005%29.%20%C2%BFMe%20pueden%20dar%20informaci%C3%B3n%3F,https://raw.githubusercontent.com/DevAiSolves/florecer-catalogo/main/catalogo/FLORECER_MED-INT-005_consulta-por-fatiga-cronica.jpg,FLORECER Skin & Wellness,Salud íntima y hormonal,,Consulta,No pautar sin validación médica y de política
MED-INT-006,Consulta por falta de libido,"Consulta médica personalizada para valorar factores hormonales, físicos y de bienestar relacionados con la libido. El precio publicado corresponde a la consulta; estudios, medicamentos o procedimientos se cotizan por separado según diagnóstico y plan profesional.",in stock,new,900.00 MXN,https://wa.me/529843218001?text=Hola%2C%20me%20interesa%20Consulta%20por%20falta%20de%20libido%20%28MED-INT-006%29.%20%C2%BFMe%20pueden%20dar%20informaci%C3%B3n%3F,https://raw.githubusercontent.com/DevAiSolves/florecer-catalogo/main/catalogo/FLORECER_MED-INT-006_consulta-por-falta-de-libido.jpg,FLORECER Skin & Wellness,Salud íntima y hormonal,,Consulta,No pautar sin validación médica y de política
MED-INT-007,Consulta de menopausia,"Consulta médica personalizada para valorar síntomas, antecedentes y opciones de acompañamiento durante la menopausia. El precio publicado corresponde a la consulta; estudios, medicamentos o procedimientos se cotizan por separado según diagnóstico y plan profesional.",in stock,new,900.00 MXN,https://wa.me/529843218001?text=Hola%2C%20me%20interesa%20Consulta%20de%20menopausia%20%28MED-INT-007%29.%20%C2%BFMe%20pueden%20dar%20informaci%C3%B3n%3F,https://raw.githubusercontent.com/DevAiSolves/florecer-catalogo/main/catalogo/FLORECER_MED-INT-007_consulta-de-menopausia.jpg,FLORECER Skin & Wellness,Salud íntima y hormonal,,Consulta,No pautar sin validación médica y de política
MED-GEN-001,Consulta médica integral,"Consulta médica personalizada para revisar antecedentes, síntomas y objetivos de salud. El precio corresponde a la valoración; estudios, medicamentos o procedimientos se cotizan por separado.",in stock,new,900.00 MXN,https://wa.me/529843218001?text=Hola%2C%20me%20interesa%20Consulta%20m%C3%A9dica%20integral%20%28MED-GEN-001%29.%20%C2%BFMe%20pueden%20dar%20informaci%C3%B3n%3F,https://raw.githubusercontent.com/DevAiSolves/florecer-catalogo/main/catalogo/FLORECER_MED-GEN-001_consulta-medica-integral.jpg,FLORECER Skin & Wellness,Medicina general,,Consulta,No pautar sin validación médica y de política
MED-GEN-002,Consulta por otitis,"Consulta médica personalizada para valorar síntomas del oído y posibles causas compatibles con otitis. El precio publicado corresponde a la consulta; estudios, medicamentos o procedimientos se cotizan por separado según diagnóstico y plan profesional.",in stock,new,900.00 MXN,https://wa.me/529843218001?text=Hola%2C%20me%20interesa%20Consulta%20por%20otitis%20%28MED-GEN-002%29.%20%C2%BFMe%20pueden%20dar%20informaci%C3%B3n%3F,https://raw.githubusercontent.com/DevAiSolves/florecer-catalogo/main/catalogo/FLORECER_MED-GEN-002_consulta-por-otitis.jpg,FLORECER Skin & Wellness,Medicina general,,Consulta,No pautar sin validación médica y de política
MED-GEN-003,Consulta por tapón de cerumen,"Consulta médica personalizada para valorar molestias auditivas y la presencia de un posible tapón de cerumen. El precio publicado corresponde a la consulta; estudios, medicamentos o procedimientos se cotizan por separado según diagnóstico y plan profesional.",in stock,new,900.00 MXN,https://wa.me/529843218001?text=Hola%2C%20me%20interesa%20Consulta%20por%20tap%C3%B3n%20de%20cerumen%20%28MED-GEN-003%29.%20%C2%BFMe%20pueden%20dar%20informaci%C3%B3n%3F,https://raw.githubusercontent.com/DevAiSolves/florecer-catalogo/main/catalogo/FLORECER_MED-GEN-003_consulta-por-tapon-de-cerumen.jpg,FLORECER Skin & Wellness,Medicina general,,Consulta,No pautar sin validación médica y de política
MED-BIE-001,Consulta por insomnio,"Consulta médica personalizada para valorar patrones de sueño, hábitos y posibles factores médicos asociados al insomnio. El precio publicado corresponde a la consulta; estudios, medicamentos o procedimientos se cotizan por separado según diagnóstico y plan profesional.",in stock,new,900.00 MXN,https://wa.me/529843218001?text=Hola%2C%20me%20interesa%20Consulta%20por%20insomnio%20%28MED-BIE-001%29.%20%C2%BFMe%20pueden%20dar%20informaci%C3%B3n%3F,https://raw.githubusercontent.com/DevAiSolves/florecer-catalogo/main/catalogo/FLORECER_MED-BIE-001_consulta-por-insomnio.jpg,FLORECER Skin & Wellness,"Sueño, estrés y equilibrio",,Consulta,No pautar sin validación médica y de política
MED-BIE-002,Consulta médica por alopecia,"Consulta médica personalizada para valorar caída del cabello, cuero cabelludo y posibles causas de alopecia. El precio publicado corresponde a la consulta; estudios, medicamentos o procedimientos se cotizan por separado según diagnóstico y plan profesional.",in stock,new,900.00 MXN,https://wa.me/529843218001?text=Hola%2C%20me%20interesa%20Consulta%20m%C3%A9dica%20por%20alopecia%20%28MED-BIE-002%29.%20%C2%BFMe%20pueden%20dar%20informaci%C3%B3n%3F,https://raw.githubusercontent.com/DevAiSolves/florecer-catalogo/main/catalogo/FLORECER_MED-BIE-002_consulta-medica-por-alopecia.jpg,FLORECER Skin & Wellness,"Sueño, estrés y equilibrio",,Consulta,No pautar sin validación médica y de política
MED-BIE-003,Consulta médica por acné,"Consulta médica personalizada para valorar historia de la piel, brotes y posibles factores asociados al acné. El precio publicado corresponde a la consulta; estudios, medicamentos o procedimientos se cotizan por separado según diagnóstico y plan profesional.",in stock,new,900.00 MXN,https://wa.me/529843218001?text=Hola%2C%20me%20interesa%20Consulta%20m%C3%A9dica%20por%20acn%C3%A9%20%28MED-BIE-003%29.%20%C2%BFMe%20pueden%20dar%20informaci%C3%B3n%3F,https://raw.githubusercontent.com/DevAiSolves/florecer-catalogo/main/catalogo/FLORECER_MED-BIE-003_consulta-medica-por-acne.jpg,FLORECER Skin & Wellness,"Sueño, estrés y equilibrio",,Consulta,No pautar sin validación médica y de política
MED-BIE-004,Consulta por desorden hormonal,"Consulta médica personalizada para valorar síntomas y antecedentes que podrían requerir evaluación hormonal. El precio publicado corresponde a la consulta; estudios, medicamentos o procedimientos se cotizan por separado según diagnóstico y plan profesional.",in stock,new,900.00 MXN,https://wa.me/529843218001?text=Hola%2C%20me%20interesa%20Consulta%20por%20desorden%20hormonal%20%28MED-BIE-004%29.%20%C2%BFMe%20pueden%20dar%20informaci%C3%B3n%3F,https://raw.githubusercontent.com/DevAiSolves/florecer-catalogo/main/catalogo/FLORECER_MED-BIE-004_consulta-por-desorden-hormonal.jpg,FLORECER Skin & Wellness,"Sueño, estrés y equilibrio",,Consulta,No pautar sin validación médica y de política
